PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, I=0.0, L=1.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=10, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
0 1 1 2 2 0
# TT-PIVMGS:    ortho 0 pivot 0 dot 0.9769479315574814
# TT-PIVMGS:    ortho max err 1.5525775109992423e-15 , max. rank: 4
1 0.2134777248931577 0.21347772489315797 4 4 2
# TT-PIVMGS:    ortho 0 pivot 1 dot 0.9384541312749953
# TT-PIVMGS:    ortho 0 pivot 0 dot 0.5907264622389907
# TT-PIVMGS:    ortho max err 1.1220191442617988e-14 , max. rank: 6
2 0.06490490192501308 0.0649049019250126 6 6 4
# TT-PIVMGS:    ortho 0 pivot 2 dot 0.9093059179539833
# TT-PIVMGS:    ortho 0 pivot 1 dot 0.6464664053090381
# TT-PIVMGS:    ortho 0 pivot 0 dot -5.911360993512797e-07
# TT-PIVMGS:    ortho max err 4.956104970865738e-15 , max. rank: 8
3 0.024298908115184085 0.024298908115182816 8 8 6
# TT-PIVMGS:    ortho 0 pivot 3 dot 0.8871627530666598
# TT-PIVMGS:    ortho 0 pivot 2 dot 0.6692933954337612
# TT-PIVMGS:    ortho 0 pivot 1 dot -8.027880160086168e-07
# TT-PIVMGS:    ortho 0 pivot 0 dot -4.5684001217393853e-07
# TT-PIVMGS:    ortho max err 7.906869603502287e-15 , max. rank: 10
4 0.010536493287918287 0.010536493287917396 10 10 8
# TT-PIVMGS:    ortho 0 pivot 4 dot 0.8704895338617372
# TT-PIVMGS:    ortho 0 pivot 3 dot 0.6819324180021409
# TT-PIVMGS:    ortho 0 pivot 2 dot -9.200536834341744e-07
# TT-PIVMGS:    ortho 0 pivot 1 dot -7.931794583872958e-07
# TT-PIVMGS:    ortho 0 pivot 0 dot 5.8723752350956816e-08
# TT-PIVMGS:    ortho max err 5.126107871511465e-15 , max. rank: 12
5 0.005108226028292927 0.0051082260282919135 12 12 10
# TT-PIVMGS:    ortho 0 pivot 5 dot 0.8581940281332662
# TT-PIVMGS:    ortho 0 pivot 4 dot 0.6899947213937678
# TT-PIVMGS:    ortho 0 pivot 2 dot -1.1221311276906221e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -9.918329258885167e-07
# TT-PIVMGS:    ortho 0 pivot 1 dot 1.069443829580536e-07
# TT-PIVMGS:    ortho max err 1.2792926973083385e-08 , max. rank: 14
6 0.002702857689322044 0.0027028576892575537 14 14 12
# TT-PIVMGS:    ortho 0 pivot 6 dot 0.8494071694292512
# TT-PIVMGS:    ortho 0 pivot 5 dot 0.6954867950636501
# TT-PIVMGS:    ortho 0 pivot 3 dot -1.4465304752108495e-06
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.0503672796986774e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot 1.4038515818793132e-07
# TT-PIVMGS:    ortho max err 5.3091426333945696e-08 , max. rank: 16
# TT-PIVMGS:    ortho 1 pivot 1 dot -5.3091426333945696e-08
# TT-PIVMGS:    ortho max err 1.0228939053609108e-09 , max. rank: 16
7 0.0015324854877595212 0.0015324854877188212 16 16 14
# TT-PIVMGS:    ortho 0 pivot 7 dot 0.8433466707042495
