PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, I=0.0, L=1.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=False, d=8, eps=1e-08, maxIter=100, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
0 1 1 2 2 0
# TT-PIVMGS:    ortho 0 pivot 0 dot 0.9725220444682912
# TT-PIVMGS:    ortho max err 5.14518982974721e-15 , max. rank: 4
1 0.23281080950680882 0.23281080950680907 4 4 2
# TT-PIVMGS:    ortho 0 pivot 1 dot 0.9283809063676833
# TT-PIVMGS:    ortho 0 pivot 0 dot 0.5979090448834081
# TT-PIVMGS:    ortho max err 9.089951014118469e-15 , max. rank: 6
2 0.07690597873554865 0.07690597873554764 6 6 4
# TT-PIVMGS:    ortho 0 pivot 2 dot 0.8977294077187902
# TT-PIVMGS:    ortho 0 pivot 1 dot 0.6540135929864658
# TT-PIVMGS:    ortho 0 pivot 0 dot 5.676271604534901e-06
# TT-PIVMGS:    ortho max err 9.461181837977506e-15 , max. rank: 8
3 0.03106412437810709 0.03106412437810601 8 8 6
# TT-PIVMGS:    ortho 0 pivot 3 dot 0.8767843913077248
# TT-PIVMGS:    ortho 0 pivot 2 dot 0.6768668250003097
# TT-PIVMGS:    ortho 0 pivot 1 dot 8.82797832444911e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot -5.918804227261331e-07
# TT-PIVMGS:    ortho max err 1.0387524174149121e-14 , max. rank: 10
4 0.014377227896151826 0.014377227896150358 10 10 8
# TT-PIVMGS:    ortho 0 pivot 4 dot 0.862938161555842
# TT-PIVMGS:    ortho 0 pivot 3 dot 0.6889148495785059
# TT-PIVMGS:    ortho 0 pivot 2 dot 1.1707061155674832e-05
# TT-PIVMGS:    ortho 0 pivot 1 dot -1.2973519492561272e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot 7.138094610997705e-08
# TT-PIVMGS:    ortho max err 6.192962809237201e-15 , max. rank: 12
5 0.007334073005311674 0.007334073005310801 12 12 10
# TT-PIVMGS:    ortho 0 pivot 5 dot 0.8540336006695621
# TT-PIVMGS:    ortho 0 pivot 4 dot 0.6955699058774121
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.4605214335671607e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot -2.280795668303283e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 2.7796221771991467e-07
# TT-PIVMGS:    ortho 0 pivot 0 dot -2.274200771846223e-07
# TT-PIVMGS:    ortho max err 3.1086244689504383e-15 , max. rank: 14
6 0.00401696642809769 0.004016966428010391 14 14 12
# TT-PIVMGS:    ortho 0 pivot 6 dot 0.8480929972122897
# TT-PIVMGS:    ortho 0 pivot 5 dot 0.6989640125914335
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.7623032219646687e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -3.5005596278722857e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot 7.190727420811754e-07
# TT-PIVMGS:    ortho 0 pivot 1 dot -6.358245172120706e-07
# TT-PIVMGS:    ortho max err 9.616931748396371e-09 , max. rank: 16
7 0.002321426871498715 0.0023214268714529303 16 16 14
# TT-PIVMGS:    ortho 0 pivot 7 dot 0.8434824288687041
# TT-PIVMGS:    ortho 0 pivot 6 dot 0.7004964022074736
# TT-PIVMGS:    ortho 0 pivot 5 dot 2.0722482371907103e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -4.76608343859047e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot 1.4388450980031692e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -1.2297570367970174e-06
# TT-PIVMGS:    ortho 0 pivot 0 dot -1.3277936493834048e-07
# TT-PIVMGS:    ortho 0 pivot 1 dot 9.172434176432653e-08
# TT-PIVMGS:    ortho max err 1.6618650899857812e-14 , max. rank: 18
8 0.0014010704743073592 0.0014010704742357767 18 18 16
# TT-PIVMGS:    ortho 0 pivot 8 dot 0.8393576638742916
# TT-PIVMGS:    ortho 0 pivot 7 dot 0.7015278417616142
# TT-PIVMGS:    ortho 0 pivot 6 dot 2.3763455895626368e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -5.783109957557039e-06
# TT-PIVMGS:    ortho 0 pivot 4 dot 2.3457651633822588e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -1.8370855923747435e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot -3.250487009539898e-07
# TT-PIVMGS:    ortho 0 pivot 2 dot 2.614093498848162e-07
# TT-PIVMGS:    ortho max err 2.1577770404062214e-10 , max. rank: 20
9 0.0008783326800665686 0.0008783326800649488 20 20 16
# TT-PIVMGS:    ortho 0 pivot 9 dot 0.8359313535889569
# TT-PIVMGS:    ortho 0 pivot 8 dot 0.70306195654819
# TT-PIVMGS:    ortho 0 pivot 7 dot 2.6647119891018423e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -6.293608041153982e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot 3.1627951898368506e-06
# TT-PIVMGS:    ortho 0 pivot 4 dot -2.1604925043486843e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -4.7008988273919156e-07
# TT-PIVMGS:    ortho 0 pivot 3 dot 4.682817846865094e-07
# TT-PIVMGS:    ortho 0 pivot 1 dot 3.716048872871099e-08
# TT-PIVMGS:    ortho 0 pivot 0 dot -3.299102332380427e-08
# TT-PIVMGS:    ortho max err 2.924743780496897e-14 , max. rank: 22
10 0.000569400364501249 0.0005694003646929708 22 22 18
# TT-PIVMGS:    ortho 0 pivot 10 dot 0.8336314311025463
# TT-PIVMGS:    ortho 0 pivot 9 dot 0.7046598645004691
